,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,2923円,122分,103.2%,23件
1,1150-1199,2386円,115分,102.8%,29件
2,1200-1249,4892円,122分,105.4%,28件
3,1250-1299,4380円,115分,105.1%,42件
4,1300-1349,4716円,105分,106%,38件
5,1350-1399,3814円,111分,104.6%,42件
6,1400-1449,3381円,102分,104.4%,51件
7,1450-1499,5096円,97分,107%,64件
8,1500-1549,5449円,101分,107.2%,43件
9,1550-1599,4845円,98分,106.6%,49件
10,1600-1649,3068円,92分,104.4%,50件
11,1650-1699,4021円,88分,106.1%,52件
12,1700-1749,5165円,87分,107.9%,61件
13,1750-1799,5347円,83分,108.6%,49件
14,1800-1849,3313円,80分,105.5%,58件
15,1850-1899,5200円,77分,109%,61件
16,1900-1949,4519円,70分,108.6%,42件
17,1950-1999,5739円,69分,111.2%,62件
18,2000-2049,6574円,69分,112.7%,62件
19,2050-2099,3917円,63分,108.3%,54件
20,2100-2149,6327円,60分,114.1%,67件
21,2150-2199,5339円,61分,111.7%,67件
22,2200-2249,4915円,53分,112.5%,61件
23,2250-2299,6298円,49分,117.2%,57件
24,2300-2349,6374円,49分,117.5%,58件
25,2350-2399,5594円,45分,116.5%,58件
26,2400-2449,7235円,42分,123.1%,40件
27,2450-2499,5549円,45分,116.5%,41件
28,2500-2549,6265円,43分,119.3%,47件
29,2550-2599,8882円,37分,131.9%,39件
30,2600-2649,9354円,31分,139.7%,25件
31,2650-2699,9609円,32分,140.1%,30件
32,2700-2749,8826円,34分,135%,29件
33,2750-2799,10088円,30分,144.4%,36件
34,2800-2849,10532円,29分,148.3%,35件
35,2850-2899,12227円,24分,167.4%,28件
36,2900-2949,12719円,21分,180.3%,18件
